StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,solv_dip,LsoluHsolv,LsolvHsolu,DeltaG_sol,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,,,,,,,,,,,,,,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
UNXHWFMMPAWVPI-ZXZARUISSA-N,[H][C@](O)(CO)[C@]([H])(O)CO,Train,-2.452585735,122.121,120,95.541,-459.222392,0,0.24796,0.25098,-0.013555,294.5007629,-3.23192,-0.19782,-0.81279,0.52209,-3.23192,,,,,,,,,,,,,,18,6633,10348.5,11915,0.532945773,0.624326407,0.816670692,8,9.234792947,-116.6196212,125.8544141,1182,0.045448474,0.021237517
UTQSUDKKBZEXHH-UHFFFAOYSA-N,NC1=C(NC2=C(Cl)C=CC=C2)C=CC(Cl)=C1,Train,-0.136173606,253.131,105.375,168.236,-1493.077739,2.8609,0.2228,0.18198,-0.008379,444.7177734,0,-1.55859,-0.86496,0.44195,-1.55874,,,,,,,,,,,,,,26,10495.5,15589.5,19660.5,0.473421153,0.627658995,0.705642234,6,115.3354084,-41.29632509,156.6317335,2411,0.042550617,0.014900154
UUQHKWMIDYRWHH-UHFFFAOYSA-N,COC(=O)C1=C(O)C(C)=C(O)C=C1C,Train,0.35053991,196.203,141.75,148.246,-689.070178,3.0943,0.21131,0.20243,-0.00811,389.3809509,-2.67085,-0.90529,-0.72801,0.81401,-2.67085,,,,,,,,,,,,,,26,8938.5,10899,17822.5,0.420454545,0.496644295,0.931187319,7,35.24440106,-106.8671113,142.1115124,2485,0.030119823,0.006466042
UVOTVQIUSZDLAM-GGLFOPPFSA-N,[H][C@@]12CC=C(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Test,0.414898592,326.436,264.25,262.314,-1041.192916,8.9185,0.18454,0.21488,-0.018703,538.9718018,-2.06191,-4.77689,-0.80003,0.56105,-2.06191,,,,,,,,,,,,,,50,12453,19245.5,24247.5,0.502109705,0.58050842,0.901236638,4,133.2887264,-234.5230826,367.811809,11083,0.033187026,0.00951913
UVSMNLNDYGZFPF-UHFFFAOYSA-N,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,Train,-2.137703915,273.248,316.5,169.242,-967.104219,8.5685,0.15798,0.21375,-0.02136,455.5747375,-2.46489,0.90256,-0.82554,0.72366,-4.46841,,,,,,,,,,,,,,31,10747,15615.5,19992.5,0.563593941,0.65914488,0.963636379,6,43.74505777,-264.0830883,307.8281461,3974,0.044161571,0.017902106
UYIFTLBWAOGQBI-BZDYCCQFSA-N,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(OC(=O)C4=CC=CC=C4)C=C3CC[C@@]21[H],Train,-0.274730371,376.496,193,256.368,-1194.846939,4.3554,0.19728,0.20875,-0.014126,649.7158203,-1.97323,-5.22478,-0.79893,0.82399,-1.97323,,,,,,,,,,,,,,56,11188.5,26645,28144.5,0.34917395,0.404405589,0.844656098,9,-55.7596223,-177.0834237,121.3238014,2458,-0.048965499,0.017292932
VFRHZMZLRWTDHX-UHFFFAOYSA-N,CCCCCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Train,-1.170790508,496.693,118,301.158,-1575.753233,5.6622,0.22886,0.15168,-0.019543,950.9866943,-2.1475,-6.77431,-0.79773,0.83633,-4.28188,,,,,,,,,,,,,,80,22049.5,31802.5,43714.5,0.280892401,0.442874757,0.566193258,4,-160.1022226,-424.8619495,264.7597269,9439,-0.045011331,0.017870857
VHQGURIJMFPBKS-UHFFFAOYSA-N,O=C1C2=CC(=CC(=C2C2=C1C=C(C=C2)N(=O)=O)N(=O)=O)N(=O)=O,Train,-0.88605527,315.199,175,175.514,-1188.858411,1.9506,0.09569,0.27703,-0.019716,472.9291687,-2.8401,-0.16332,-0.52923,0.58474,-1.31132,,,,,,,,,,,,,,28,9227,13220.5,24047.5,0.331880622,0.487179487,0.644784844,5,315.9711292,-154.1565791,470.1277083,10792,0.043562612,0.011586841
VHUNCYDAXJGCLO-AHMNSWSSSA-N,COC(=O)C1=C(O[C@@H]2O[C@H](CO[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)C=CC=C1,Train,-2.567341591,446.408,180.25,278.731,-1642.001072,1.6961,0.19201,0.22737,-0.029148,687.1500854,-8.34832,0.41772,-0.8139,0.8413,-8.34832,,,,,,,,,,,,,,57,14849,21538.5,34313.5,0.353865515,0.527231439,0.781333938,13,-30.91258111,-344.1198523,313.2072712,3870,-0.034935102,0.008128922
VKONPUDBRVKQLM-IZLXSQMJSA-N,O[C@H]1CC[C@H](O)CC1,Train,-0.784023236,116.16,141.5,105.701,-386.18413,3.1161,0.25408,0.24898,-0.010654,296.2958374,-1.60664,-1.81232,-0.80332,0.50875,-1.60664,,,,,,,,,,,,,,20,7918.5,9529.5,11836.5,0.615194041,0.988764033,1,3,13.62054231,-110.9283521,124.5488944,3497,0.035615926,0.01605438
VKYKSIONXSXAKP-UHFFFAOYSA-N,C1N2CN3CN1CN(C2)C3,Train,-0.950811187,140.188,304.5,107.734,-454.677127,0.0039,0.25805,0.19925,-0.008459,289.1261902,0,-0.65662,-0.58154,0.24858,-2.32583,,,,,,,,,,,,,,22,9496.5,9512.5,9607.5,0.979779965,0.984375074,0.989079538,8,-7.989562786,-78.49626421,70.50670143,782,0.024132393,0.002268723
VLIUIBXPEDFJRF-UHFFFAOYSA-N,ONC(=O)CCCCCCNC(=O)C1=CN=C(N=C1)N(C1=CC=CC=C1)C1=CC=CC=C1Cl,Train,-1.628811407,467.955,173,414.383,-1889.494859,5.838,0.20296,0.19619,-0.0278,809.8226318,-2.0078,-2.67993,-0.70616,0.67113,-4.50953,,,,,,,,,,,,,,59,16750,29759.5,35799,0.351624682,0.496238627,0.704642076,9,61.66434222,-321.2547587,382.9191009,6811,0.038808124,0.018254794
VLPXGVNKPRHLGC-UHFFFAOYSA-N,CC(=O)CC(=O)N(C1=CC=CC=C1)C1=CC=CC=C1,Train,0.259120927,253.301,83,179.951,-823.761596,4.458,0.21718,0.20625,-0.013708,490.2775879,-1.26593,-2.19731,-0.78095,0.71358,-1.7568,,,,,,,,,,,,,,34,14334,16427,19318.5,0.555476751,0.621468947,0.949586731,3,-19.48605786,-191.2956887,171.8096308,6380,0.026929409,0.004856456
VMFZFBNQMGFEJG-UHFFFAOYSA-N,CN(C)C1=CC=C(NC(=O)N(C(C)=O)C2=CC=C(C=C2)N(C)C)C=C1,Train,-1.673363962,340.425,150.5,222.875,-1107.655581,3.7097,0.2355,0.15237,-0.016805,631.7095337,-1.34803,-2.658,-0.77176,0.83614,-3.48723,,,,,,,,,,,,,,49,12852,22217,27610,0.37883959,0.530256096,0.700993731,9,-163.2494198,-335.0659071,171.8164873,6280,-0.043778189,0.018423892
VOIZNVUXCQLQHS-UHFFFAOYSA-N,OC(=O)C1=CC=CC(Br)=C1,Test,0.017033838,201.019,156,127.162,-2991.905653,0.9027,0.18208,0.23507,-0.007984,321.7693787,-1.35967,-0.32838,-0.72072,0.81472,-1.29633,,,,,,,,,,,,,,15,7136.5,8970,14312,0.4125,0.496296296,0.781792469,5,52.65877057,-57.49520273,110.1539733,1915,0.031514537,0.006392931
VOXZDWNPVJITMN-ZBRFXRBCSA-N,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],Train,-0.680578154,272.387,176.25,231.389,-850.513853,2.2001,0.24353,0.19075,-0.011434,489.6417236,-1.52976,-4.84555,-0.79922,0.52138,-1.52976,,,,,,,,,,,,,,44,10628,16663,22965.5,0.440748902,0.558664187,0.768656716,4,-13.85058983,-126.0166386,112.1660488,2571,-0.031584519,0.008819567
VPVXHAANQNHFSF-UHFFFAOYSA-N,O=C1COCCO1,Train,0.964031913,102.09,27.3,84.09,-381.645433,5.3478,0.24016,0.24451,-0.011855,252.6714478,-1.79146,0.27389,-0.63905,0.80147,-1.79146,,,,,,,,,,,,,,13,6930,7762.5,9230.5,0.662717818,0.776606262,0.857075125,3,47.02430353,-143.7369825,190.7612861,5049,0.037781994,0.010174615
VXTGHWHFYNYFFV-UHFFFAOYSA-N,CCCS(=O)C1=CC=C2NC(NC(=O)OC)=NC2=C1,Train,-3.847163773,281.335,227,222.246,-1254.262756,9.342,0.21985,0.19432,-0.020272,524.8612671,-2.2637,-1.41426,-1.02198,1.24606,-2.80792,,,,,,,,,,,,,,34,10206,18700,23138.5,0.397297416,0.424978158,0.927419355,4,7.214088747,-271.3658938,278.5799826,4942,-0.052460701,0.025122807
VZCYOOQTPOCHFL-OWOJBTEDSA-N,OC(=O)\C=C\C(O)=O,Train,-1.103563434,116.073,287,57.087,-455.718726,0,0.14845,0.2793,-0.012427,275.3537292,-2.673,1.05092,-0.70852,0.7812,-2.673,,,,,,,,,,,,,,12,7077.5,7083,11552,0.459259259,0.462686616,0.595911946,6,34.51247343,-95.22822761,129.740701,1245,-0.038155801,0.009094342
WDENQIQQYWYTPO-IBGZPJMESA-N,CC#CC(=O)N1CCC[C@H]1C1=NC(=C2N1C=CN=C2N)C1=CC=C(C=C1)C(=O)NC1=NC=CC=C1,Train,-2.190811492,465.514,215,336.58,-1538.000311,7.9028,0.19372,0.17434,-0.031161,791.9425659,-1.32414,-1.42648,-0.83518,0.69055,-5.13026,,,,,,,,,,,,,,58,19050.5,27354,32179.5,0.481616827,0.651809458,0.689290933,5,-79.43465849,-518.5301062,439.0954477,10420,-0.049762966,0.023316135
WDFKMLRRRCGAKS-UHFFFAOYSA-N,OC1=C2N=CC=CC2=C(Cl)C=C1Cl,Train,-1.330517261,214.051,179.75,133.688,-1396.282572,4.9493,0.17407,0.20417,-0.006461,356.9813843,-0.69993,-0.42988,-0.69993,0.53624,-1.1708,,,,,,,,,,,,,,18,8257.5,9504.5,16834.5,0.372093023,0.420188138,0.944065198,4,51.5251252,-75.40502649,126.9301517,2990,0.036019132,0.008859948
WJFKNYWRSNBZNX-UHFFFAOYSA-N,N1C2=CC=CC=C2SC2=C1C=CC=C2,Train,-0.103555345,199.276,184,137.6,-915.528545,3.1289,0.22907,0.16656,-0.007898,382.399292,0,-2.17568,-0.61675,0.4376,-0.30049,,,,,,,,,,,,,,23,7745,10966.5,18122.5,0.417112299,0.634525683,0.647058824,4,22.94637711,-105.7195829,128.6659601,3992,-0.026482861,0.005386694
WJHSRFQBVYHKKL-CMWLGVBASA-N,OC[C@H]1O[C@@H](OC2=CC3=C(C(=O)C(=CO3)C3=CC(O)=C(O)C=C3)C(O)=C2)[C@H](O)[C@@H](O)[C@@H]1O,Test,-2.987228403,448.383,259.5,291.526,-1639.450077,4.3559,0.18862,0.19021,-0.030159,678.3168945,-7.63618,0.74678,-0.79922,0.53616,-7.63618,,,,,,,,,,,,,,52,11599.5,23021.5,34123.5,0.311320755,0.496835784,0.594255817,11,-4.852773842,-340.6488637,335.7960899,7173,-0.041639215,0.013964647
WJHXJYUKJVLCRB-UHFFFAOYSA-N,ClC1=C2C(=O)C(Cl)(Cl)C(=O)C2=C(Cl)C(Cl)=C1Cl,Train,-0.558543656,352.816,157.125,159.491,-3254.546323,5.0102,0.12557,0.25943,-0.009432,428.5297852,-1.01545,0.49358,-0.50776,0.55804,-0.49284,,,,,,,,,,,,,,17,11067,12230.5,19160.5,0.605714286,0.68859341,1,8,62.15784245,-121.1447856,183.302628,2009,0.037437516,0.008362484
WKDNYTOXBCRNPV-UHFFFAOYSA-N,O=C1OC(=O)C2=C1C=CC(=C2)C1=CC2=C(C=C1)C(=O)OC2=O,Train,-2.573802534,294.22,301.5,171.816,-1064.628791,2.752,0.12444,0.26985,-0.023067,478.4319458,-3.30807,1.65658,-0.55527,0.82257,-3.30807,,,,,,,,,,,,,,28,9562.5,15294.5,23043.5,0.362427527,0.554625123,0.636363668,3,332.0644734,-253.0639208,585.1283941,12205,0.047941696,0.012529324
WLJVXDMOQOGPHL-UHFFFAOYSA-N,OC(=O)CC1=CC=CC=C1,Train,0.996380458,136.15,76.4,106.782,-460.054801,2.1078,0.23717,0.22697,-0.013124,324.3921814,-1.36844,-0.99144,-0.7275,0.83224,-1.36844,,,,,,,,,,,,,,18,7883,10788.5,12821.5,0.560716334,0.652941176,1,8,-9.746103,-121.9743171,112.2282141,2463,-0.045484119,0.015369514
WNLRTRBMVRJNCN-UHFFFAOYSA-N,OC(=O)CCCCC(O)=O,Train,-0.642191393,146.143,152,107.345,-535.508707,0,0.24729,0.26582,-0.014832,349.1307068,-2.75492,-0.40354,-0.728,0.83179,-2.75492,,,,,,,,,,,,,,20,6114.5,11771,14083.5,0.368159204,0.461080865,0.695238095,8,51.18186311,-135.7823343,186.9641975,1986,0.02608202,0.003483641
WNSIHLBGVWBZIH-UHFFFAOYSA-N,CC(=O)OC(COC(=O)C1=CC=C(C=C1)N(=O)=O)COC(=O)C1=CC=C(C=C1)N(=O)=O,Train,-1.371742918,432.343,161,272.788,-1595.06471,5.2986,0.13256,0.27386,-0.025634,697.1029053,-5.13605,-0.2432,-0.78019,0.83284,-4.13345,,,,,,,,,,,,,,47,11884.5,22103,34154,0.326283988,0.446808501,0.705882353,12,314.295211,-268.07767,582.372881,13387,0.035851132,0.011149585
WOUBWJAJSXAOIV-UHFFFAOYSA-N,NS(=O)(=O)C1=CC=C(C=C1)S(N)(=O)=O,Train,-0.771354104,236.273,288,111.022,-1440.031605,0.0013,0.17769,0.26223,-0.020103,400.5991821,-3.86035,-1.42533,-1.12708,2.29629,-1.52193,,,,,,,,,,,,,,22,8353,12338.5,15913.5,0.500203721,0.637931034,1,3,55.15378044,-229.2104788,284.3642593,6327,0.044944564,0.019107412
WOZSCQDILHKSGG-UHFFFAOYSA-N,CC(C)(C)C(=O)OCOP(=O)(COCCN1C=NC2=C1N=CN=C2N)OCOC(=O)C(C)(C)C,Test,-0.048751483,501.477,78.5,382.513,-1998.037816,6.7063,0.22917,0.19679,-0.025338,817.6486206,-5.83953,-1.97009,-1.11819,2.38562,-6.34099,,,,,,,,,,,,,,66,19005,27866.5,34639,0.372570792,0.561834007,0.927976499,17,-108.3193492,-360.8543147,252.5349655,4447,-0.037964486,0.011412146
WPYMKLBDIGXBTP-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1,Train,0.513935905,122.123,121.5,83.462,-420.766346,2.9144,0.19293,0.24398,-0.008033,289.0710754,-1.37152,-0.46711,-0.72381,0.81286,-1.37152,,,,,,,,,,,,,,15,5779.5,7999,12803.5,0.405228758,0.543859649,0.72798022,3,30.06624672,-73.54427607,103.6105228,2423,0.02802652,0.004419335
WUBBRNOQWQTFEX-UHFFFAOYSA-N,NC1=CC=C(C(O)=O)C(O)=C1,Test,-0.059761557,153.137,150,100.516,-551.347006,5.2219,0.20572,0.19999,-0.012873,316.1958313,-2.14208,0.26559,-0.83752,0.80372,-2.9796,,,,,,,,,,,,,,18,6343,8742,14648,0.380368098,0.504065041,0.730275853,6,45.17226928,-125.8699711,171.0422404,3002,-0.039050316,0.011112766
WUPFRVISYZBSJJ-UHFFFAOYSA-N,CCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Test,-1.661214006,424.586,138.25,373.308,-1343.378546,12.6429,0.22801,0.15631,-0.022568,825.2253418,-1.30618,-5.46267,-0.688,0.84188,-3.45064,,,,,,,,,,,,,,67,17909.5,27604,35387.5,0.309192201,0.538119866,0.552238806,2,-77.84868445,-418.2606333,340.4119489,10555,0.032224655,0.007524385
WURBFLDFSFBTLW-UHFFFAOYSA-N,O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,Train,0.334813507,210.232,94.5,176.005,-689.831326,5.4808,0.16385,0.22148,-0.011087,425.0053711,-1.14884,-1.454,-0.57442,0.51133,-1.14884,,,,,,,,,,,,,,26,9924.5,15290.5,17928.5,0.499634231,0.525289132,0.896134905,2,-9.712225467,-178.959579,169.2473535,5725,0.029562857,0.005311904
WUWTZZYHTFBSKC-UHFFFAOYSA-N,O=C(NC1=CC=CC=C1)C1=CN=C(C=N1)C(=O)NC1=CC=CC=C1,Test,-3.502884391,318.335,324.5,216.881,-1063.652088,0.0002,0.14903,0.20805,-0.013397,577.4786377,-1.31644,-0.63724,-0.65822,0.66357,-3.39144,,,,,,,,,,,,,,38,6421.5,17964.5,29837.5,0.195583596,0.370129621,0.516393443,10,54.15247331,-147.1878379,201.3403112,2274,0.032224941,0.011096082
WXNXCEHXYPACJF-SSDOTTSWSA-N,[H][C@](CC(C)C)(NC(C)=O)C(O)=O,Test,-1.000531873,173.212,185.5,152.837,-594.201906,5.2824,0.23514,0.23574,-0.014916,398.1434937,-2.06109,-1.5327,-0.76806,0.82833,-2.71073,,,,,,,,,,,,,,27,11194.5,13035.5,14922,0.617617563,0.694960205,0.950771007,2,6.020110949,-200.6572049,206.6773159,5876,0.035173131,0.017923733
WXTMDXOMEHJXQO-UHFFFAOYSA-N,OC(=O)C1=CC(O)=CC=C1O,Train,-0.187864636,154.122,203,102.484,-571.214202,3.8903,0.18533,0.19801,-0.011845,310.767334,-2.83402,0.4394,-0.72604,0.81621,-2.83402,,,,,,,,,,,,,,17,6619,7911.5,14234.5,0.421768707,0.488188976,0.85954019,6,49.25759579,-94.67300758,143.9306034,1350,0.053701882,0.024389249
WXUZAHCNPWONDH-DYTRJAOYSA-N,CNC(=O)C(=N\OC)\C1=C(COC2=CC(C)=CC=C2C)C=CC=C1,Train,-0.678052926,326.395,138.9,265.173,-1072.132112,3.8616,0.19241,0.18578,-0.013827,615.364624,-1.64433,-3.18165,-0.7011,0.63837,-2.40689,,,,,,,,,,,,,,46,18454.5,22475.5,22940,0.73864118,0.881879323,0.911007984,10,-137.0104136,-265.9063468,128.8959333,2879,-0.033623627,0.010530052
WYEHFWKAOXOVJD-UHFFFAOYSA-N,FC1=CC=C(NC(=O)C2=C(OC3=CC(=CC=C3)C(F)(F)F)N=CC=C2)C(F)=C1,Train,-0.595827879,394.301,159.75,248.524,-1489.686478,6.8987,0.19017,0.21761,-0.016279,619.0411987,-1.16435,0.9469,-0.64163,1.09581,-4.10538,,,,,,,,,,,,,,39,13828.5,22618.5,25648,0.478871684,0.584337624,0.802549943,7,69.57896715,-213.1661099,282.7450771,5478,0.038588268,0.013951169
WYJKJOYWHVMPFL-UHFFFAOYSA-N,CC(OC1=CC=CC2=CC=CC=C12)C(N)=O,Train,-1.08782952,215.252,171.85,185.498,-708.280674,3.7415,0.20684,0.19021,-0.012208,428.4027405,-1.26408,-1.57166,-0.84227,0.66859,-2.10635,,,,,,,,,,,,,,29,10458.5,12989,19844.5,0.492227979,0.609475933,0.808649058,5,70.93861944,-106.0473658,176.9859852,5410,0.0327146,0.01362035
WZSCKTIRIGZORS-VOTSOKGWSA-N,C\C=C\CCCCCCCC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,Test,-2.008829226,464.651,136,328.374,-1460.046021,3.9144,0.23761,0.15166,-0.01856,912.7528687,-1.34618,-6.39708,-0.71757,0.83613,-3.48636,,,,,,,,,,,,,,74,21422.5,28145,39880,0.286445013,0.451219512,0.931084447,10,-173.2484604,-349.4550357,176.2065752,7870,-0.043012478,0.017519432
XCDXSSFOJZZGQC-UHFFFAOYSA-N,ClCCN(CCCl)C1=CC2=CC=CC=C2C=C1,Train,0.495843183,268.186,55,196.867,-1517.495113,0.8125,0.20804,0.17773,-0.010358,486.0710144,0,-3.12686,-0.47875,0.26679,-0.7096,,,,,,,,,,,,,,32,11382,14179,22472,0.427245514,0.528946246,0.853532406,7,180.4900553,-56.11815661,236.6082119,7152,0.032446523,0.008263185
XCXDKIUJEGJDJL-YIZNBMETSA-N,[H][C@@](C)(CCCC(C)C)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)OC(=O)C(O)=O,Train,-0.855331724,458.682,118.375,365.947,-1433.128551,2.2725,0.18984,0.21524,-0.01279,789.7727051,-2.40671,-8.88564,-0.69027,0.74048,-2.40671,,,,,,,,,,,,,,79,11826.5,32710.5,36589,0.287304817,0.331198248,0.831385403,7,-70.01587672,-152.1508553,82.13497859,1835,-0.04416136,0.01298828
XEZVDURJDFGERA-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCC(O)=O,Train,-1.549759551,354.617,78.75,396.76,-1054.118484,2.1581,0.25237,0.25877,-0.004823,870.5786743,-1.37563,-9.62713,-0.72611,0.83151,-1.37563,,,,,,,,,,,,,,71,5890,34833,36618.5,0.143410853,0.184323438,0.817204301,5,-10.26038178,-79.06659703,68.80621525,1572,-0.04549992,0.012438173
XGDRLCRGKUCBQL-UHFFFAOYSA-N,N#CC1=C(N=CN1)C#N,Test,0,118.098,175.5,93.219,-410.694268,9.5798,0.16511,0.26103,-0.01886,281.5772095,0,0.86883,-0.51165,0.49311,-1.62954,,,,,,,,,,,,,,11,7155.5,7294,11482.5,0.446043209,0.459259259,0.982004281,3,86.14227302,-195.9433058,282.0855788,4251,0.066357464,0.03344158
XGNHEICZCRPVHP-UHFFFAOYSA-N,O1C2=C(OP11=NP3(OC4=C(O3)C=CC=C4)=NP3(OC4=C(O3)C=CC=C4)=N1)C=CC=C2,Train,-2.363869395,459.231,245,339.128,-2332.767072,0.0019,0.23134,0.21382,-0.015534,671.3615723,-4.60185,-1.606,-1.45718,2.4671,-1.57235,,,,,,,,,,,,,,42,22200.5,22519,22535.5,0.521367524,0.52360515,0.897622457,6,-80.92750457,-259.6098005,178.6822959,7384,-0.035158424,0.008220789
XIUUSFJTJXFNGH-UHFFFAOYSA-N,CN1C2C(N(C)C1=O)N(C)C(=O)N2C,Train,-0.926617581,198.225,227.84,133.051,-682.631385,5.7072,0.2426,0.2193,-0.018247,383.6289673,-1.42338,0.07018,-0.71169,0.84321,-3.5395,,,,,,,,,,,,,,28,9796.5,10431.5,16751.5,0.607397213,0.623287671,0.932103342,3,56.97083436,-223.5448871,280.5157215,7498,0.037412073,0.011181327
XJYDCCKHUXCATF-UHFFFAOYSA-N,NC1=C(C(=C(C(=C1N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O)N(=O)=O,Train,-0.125835238,318.116,197.5,178.828,-1310.022453,8.6387,0.07879,0.28581,-0.0203,420.1282959,-3.46057,0.73657,-0.72782,0.50422,-1.67745,,,,,,,,,,,,,,24,10733.5,11500.5,18986.5,0.535613376,0.574193548,0.937888199,4,242.9880933,-167.1633501,410.1514434,6565,0.062475467,0.024921185
XKEFYDZQGKAQCN-UHFFFAOYSA-N,ClC1=CC(Cl)=CC(Cl)=C1,Train,0.19477696,181.449,63,99.092,-1611.007759,0.0013,0.20713,0.24514,-0.00277,315.5310364,0,-0.89068,-0.26233,0.28267,0.04284,,,,,,,,,,,,,,12,7707.5,8142.5,13717,0.438356164,0.453900709,0.954693658,3,55.25231004,0,55.25231004,654,0.029871797,0.005727758
XLWKIQKOAXZPLJ-UHFFFAOYSA-N,CN(C)C1=CC=C(NC(=O)N(C(=O)\C=C(/C)C)C2=CC=C(C=C2)N(C)C)C=C1,Train,-1.361191135,380.49,141,329.772,-1224.315026,7.6368,0.21887,0.1564,-0.019125,714.7385254,-1.323,-3.64672,-0.72134,0.83283,-3.46189,,,,,,,,,,,,,,56,19375,19909,31406.5,0.441295547,0.463829787,0.838957142,4,-156.9933143,-385.5032605,228.5099462,8494,-0.045385361,0.020743539
XNGJUGUTYMLWIM-UHFFFAOYSA-N,CC1(C)C2CCC1(CBr)C(=O)C2Br,Test,-0.273918375,310.029,114.75,147.767,-5608.012691,6.9274,0.19227,0.23158,-0.010875,383.7638245,-0.55909,-3.08362,-0.69087,0.62475,-0.61267,,,,,,,,,,,,,,27,11764,13875.5,14686,0.976122772,0.992254919,0.994764392,2,113.4258839,-167.3434153,280.7692993,8376,0.03352069,0.006699385
XPOFTPYDSZJRKX-VOVZHTNUSA-N,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)CC[C@]5(C)[C@@]4([H])[C@H](O)C[C@]3(C)[C@@]1(O2)C(C)=O,Train,-1.657652075,344.451,241,221.986,-1117.588389,9.3664,0.2044,0.20935,-0.018925,544.593811,-2.5857,-4.77743,-0.79327,0.58277,-2.5857,,,,,,,,,,,,,,53,12926,20609.5,24281,0.516983088,0.610169492,0.975609831,6,128.3462706,-238.6176153,366.963886,10330,0.034475292,0.010908585
XQXPVVBIMDBYFF-UHFFFAOYSA-N,OC(=O)CC1=CC=C(O)C=C1,Test,0.584462402,152.15,149,94.013,-535.276621,2.8352,0.23365,0.22065,-0.021238,338.1897583,-2.09592,-0.54288,-0.72836,0.83174,-2.09592,,,,,,,,,,,,,,19,7751.5,11424.5,13725,0.530681371,0.611111111,0.985915628,4,22.50805895,-152.1539833,174.6620422,3734,0.036080689,0.017281215
XRAPDLHFGPTBQZ-UHFFFAOYSA-N,O=C(NC1=CC=CC2=CC=CC=C12)N(C1=CC=CC=C1)C1=CC=CC=C1,Train,-1.610363812,338.409,185.375,304.713,-1071.797024,5.9585,0.20808,0.17792,-0.013399,604.3344727,-0.69492,-2.92172,-0.69492,0.84046,-1.86622,,,,,,,,,,,,,,44,16515,21955.5,25136,0.51446621,0.725303131,0.809729914,10,-38.50840291,-229.6771339,191.168731,4739,-0.045071892,0.021523138
XRHGYUZYPHTUJZ-UHFFFAOYSA-N,OC(=O)C1=CC=C(Cl)C=C1,Train,-0.800254097,156.569,239,111.03,-880.373581,1.8986,0.18385,0.24235,-0.007946,313.6465454,-1.36537,-0.26536,-0.72201,0.81267,-1.36051,,,,,,,,,,,,,,15,5802,9328.5,14036.5,0.368421053,0.552631579,0.649122834,4,42.26098179,-60.05705053,102.3180323,1402,-0.042836698,0.01060066
XRXMNWGCKISMOH-UHFFFAOYSA-N,OC(=O)C1=CC=CC=C1Br,Test,0.158363452,201.019,148.7,109.278,-2991.899412,4.5786,0.18452,0.23138,-0.0104,314.6309814,-1.35426,-0.3463,-0.72673,0.81239,-1.26124,,,,,,,,,,,,,,15,7737.5,8064,14155,0.440789474,0.468085106,0.964611415,3,23.60286425,-111.6011572,135.2040215,2908,0.032926795,0.006809122
XSTCQMIXQXXYCY-UHFFFAOYSA-N,CC(C)(O)P1(=O)OCC2(CO1)COP(=O)(OC2)C(C)(C)O,Train,-1.987351504,344.238,208,224.45,-1716.78969,2.8862,0.24136,0.25583,-0.024926,522.2456665,-7.24164,-3.73992,-1.12838,2.40504,-2.43558,,,,,,,,,,,,,,43,11840.5,19739.5,20605,0.504899445,0.581818182,0.824525766,5,62.17483728,-259.0568007,321.231638,8718,0.034561671,0.012604895
XTFIVUDBNACUBN-UHFFFAOYSA-N,O=N(=O)N1CN(CN(C1)N(=O)=O)N(=O)=O,Train,-0.583749167,222.117,204,125.756,-897.365786,10.5551,0.15441,0.29264,-0.021375,343.4315186,-2.43978,-0.3562,-0.40711,0.63319,-1.48425,,,,,,,,,,,,,,21,10198.5,10621,13383.5,0.7,0.728148062,0.915358355,3,139.074477,-260.6483816,399.7228585,6624,-0.039349091,0.008966573
