StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,DeltaG_sol,solv_dip,LsoluHsolv,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,,,,,,,,,,,,,,N_atoms,Area1,Area2,Area3,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std
PYGXAGIECVVIOZ-UHFFFAOYSA-N,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,Train,-3.72126,314.4642,-10.5,232.757,-1006.955776,-0.014104,1.9603,0.31203,0.30126,697.3864746,-2.44755,-5.79737,-0.68878,0.8389,-2.44755,,,,,,,,,,,,,,56,31640.5,52927.5,54973,0.463033649,0.516855894,0.832984785,10,-112.9960773,-176.7847031,63.78862575,1713,-0.048748551,0.015098708
QANMHLXAZMSUEX-UHFFFAOYSA-N,c1cc(CNc2c3c([nH]cn3)ncn2)oc1,Train,-3.946,215.214,270,143.98,-735.34904,-0.015309,3.9653,0.28415,0.24865,415.0334167,-0.47656,0.5966,-0.61557,0.47621,-3.32369,,,,,,,,,,,,,,25,19509.5,28891.5,32780.5,0.555000812,0.604280284,0.965753419,9,1.189582145,-173.3441312,174.5337134,2697,-0.034355168,0.01078769
QAYICIQNSGETAS-UHFFFAOYSA-N,CN1CN(C)C(=S)SC1,Train,-2.13,162.2674,104.5,120.206,-1102.32563,-0.014606,9.1577,0.28118,0.23722,326.1749268,0,-1.4847,-0.53089,0.27609,-1.06119,,,,,,,,,,,,,,19,18016.5,19823.5,24799.5,0.779725464,0.884485513,0.907445013,2,64.62276383,-230.8597221,295.4824859,7369,0.040098044,0.011589232
QBSJMKIUCUGGNG-UHFFFAOYSA-N,CC(C)c1ccccc1OC(=O)NC,Train,-2.86,193.245,94,134.042,-633.26151,-0.011698,4.0869,0.30456,0.27083,420.4823303,-1.27148,-1.95223,-0.70673,0.92974,-1.94785,,,,,,,,,,,,,,29,24396,27235,31875.5,0.638046355,0.725599628,0.937858861,8,-45.6989812,-166.6281169,120.9291357,3121,0.034979938,0.012906642
QCDWFXQBSFUVSP-UHFFFAOYSA-N,c1ccc(cc1)OCCO,Train,-0.70497,138.1658,12.5,91.264,-461.195972,-0.008955,2.2154,0.3001,0.25822,337.5655518,-1.36682,-1.33317,-0.80269,0.51158,-1.36682,,,,,,,,,,,,,,20,13498.5,20730.5,28060,0.48235121,0.654147049,0.819352198,9,32.48274028,-79.02679013,111.5095304,2901,0.029313553,0.005848352
QCRFMSUKWRQZEM-UHFFFAOYSA-N,C1CCCC(CC1)O,Train,-0.88,114.187,2,111.553,-350.242407,-0.006204,2.4274,0.31989,0.29655,303.473999,-0.80969,-2.79557,-0.80969,0.50742,-0.80969,,,,,,,,,,,,,,22,16616,18502,23737.5,0.668852469,0.985830722,0.990853902,2,-15.57566729,-61.84952235,46.27385507,1367,-0.045244713,0.014428147
QGBSISYHAICWAH-UHFFFAOYSA-N,C(#N)N=C(N)N,Train,-0.31,84.0804,209.5,67.044,-297.610127,-0.024779,11.0989,0.28492,0.27344,237.5818176,0,1.08106,-0.84218,0.64492,-2.89988,,,,,,,,,,,,,,10,9485,13605,18357,0.462765951,0.621428571,0.730685874,2,36.82676778,-245.3669252,282.193693,4148,0.068031266,0.031386321
QHTQREMOGMZHJV-UHFFFAOYSA-N,CCN(CC)C(=O)SCc1ccc(cc1)Cl,Train,-3.934,257.7775,3.3,234.922,-1455.120373,-0.009747,4.6458,0.28482,0.27034,498.3285828,-0.69208,-3.03689,-0.70236,0.54614,-1.04827,,,,,,,,,,,,,,32,20452.5,37293,39211,0.448867652,0.588253123,0.821143427,8,63.06273588,-101.2716545,164.3343904,3831,0.029317453,0.006422879
QIBWCUCLHZVYNL-UHFFFAOYSA-N,CCn1c2ccccc2n(C)c(=O)c2cccnc12,Train,-3.32,253.303,110.25,181.433,-819.919971,-0.010632,4.1311,0.26277,0.24107,462.6045837,-0.67545,-1.62585,-0.7014,0.6957,-2.14633,,,,,,,,,,,,,,34,25964.5,26776,39887,0.57254902,0.642702223,0.95558127,4,-4.603121506,-125.22592,120.6227985,3749,0.027115378,0.004486911
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,c1cc(ccc1O)O,Train,-0.17,110.1122,171.5,77.608,-382.632708,-0.011603,3.714,0.29735,0.23862,272.7980347,-1.46774,-0.60114,-0.73387,0.52331,-1.46774,,,,,,,,,,,,,,14,11208,14719,23035.5,0.439393939,0.560509554,0.995967651,2,37.94315437,-109.1693194,147.1124737,3437,-0.031762968,0.00907367
QKLSCPPJEVXONT-UHFFFAOYSA-N,Cc1nc(cc(n1)OC)NS(=O)(=O)c1ccc(cc1)N,Train,-2.54,294.3276,146,222.159,-1308.370214,-0.022932,10.835,0.28164,0.25588,513.7689209,-2.47121,-1.14407,-0.97782,2.33024,-3.00783,,,,,,,,,,,,,,34,28205,36513,36533,0.612843228,0.84779666,0.855998693,7,-10.48138325,-307.0203122,296.5389289,5352,0.047412932,0.019809857
QNAYBMKLOCPYGJ-UHFFFAOYSA-N,O=C(O)C(N)C,Train,0.271842,89.0938,289,80.237,-323.688098,-0.01549,4.3584,0.29863,0.28886,249.7532501,-1.3701,-0.07738,-0.92369,0.80978,-2.29379,,,,,,,,,,,,,,13,14035.5,14521,17286.5,0.881394824,0.904812792,0.936956256,3,40.87216116,-139.1316949,180.0038561,4013,0.044855185,0.024256471
QNIUOGIMJWORNZ-UHFFFAOYSA-N,CCCCOc1ccc(cc1)C(=O)OCCN(CC)CC,Test,-3.84,293.4052,146,241.253,-944.179768,-0.011699,2.449,0.27785,0.23437,620.9702148,-1.76711,-4.15082,-0.71615,0.82022,-2.33289,,,,,,,,,,,,,,48,23917.5,46687.5,49076.5,0.377774799,0.483641407,0.785085272,6,-119.2113385,-209.1837302,89.97239172,4593,-0.040673725,0.017782121
QPPBRPIAZZHUNT-UHFFFAOYSA-N,Cc1ccnc(n1)NS(=O)(=O)c1ccc(cc1)N,Train,-2.8209,264.3014,236,164.092,-1193.859192,-0.022023,11.0266,0.26728,0.25585,467.1244202,-1.93572,-1.2923,-0.97791,2.33059,-2.41572,,,,,,,,,,,,,,30,24923.5,31902.5,36425.5,0.570732743,0.98106652,0.982861004,6,-22.53963647,-311.1636609,288.6240244,6075,-0.050978563,0.020635322
QRXWMOHMRWLFEY-UHFFFAOYSA-N,c1cnccc1C(=O)NN,Train,0.01,137.1408,171.45,83.173,-472.241178,-0.014279,3.1745,0.24525,0.29934,312.944458,-0.67747,0.08454,-0.73171,0.66065,-2.37355,,,,,,,,,,,,,,17,12863.5,18513,25940.5,0.462612249,0.63215426,0.718790113,5,49.55059349,-132.6082657,182.1588592,4126,0.041024918,0.016210649
QTSBFJRVBUIZJC-UHFFFAOYSA-N,COCC1COc2cc3c(cc2O1)c(ncn3)Nc1cccc(c1)I,Train,-3.523,449.2472,176,226.402,-1096.618159,-0.019057,11.4119,0.25515,0.2414,618.815918,-1.69593,-0.85877,-0.61352,0.4759,-3.25172,,,,,,,,,,,,,,41,21789.5,34540,59977,0.320512821,0.512443428,0.602671505,5,110.387858,-261.8797957,372.2676537,6926,-0.032325687,0.012937997
QUBSMEXIPLOOMC-UHFFFAOYSA-N,C1CSc2c(cc(s2)S(=O)(=O)N)C1O,Train,-2.594,251.333,169,147.192,-1746.98571,-0.020883,7.8399,0.2578,0.25555,407.9810486,-2.72338,-2.33756,-1.11941,2.30427,-0.69237,,,,,,,,,,,,,,23,18188,26075,33259,0.518903378,0.707486256,0.969670744,4,94.22190414,-223.5668151,317.7887192,7100,0.044391125,0.01556596
QUEKGYQTRJVEQC-UHFFFAOYSA-N,c1cc(c(cc1[N+](=O)[O-])C(=O)O)Cl,Train,-1.74811,201.5659,166.5,125.914,-1084.874352,-0.014958,8.5625,0.19172,0.33546,342.1032104,-2.12332,0.15844,-0.7087,0.82185,-1.55559,,,,,,,,,,,,,,17,14349,17193.5,31165.5,0.392857143,0.458333333,0.788588341,3,129.421973,-200.3988625,329.8208355,7702,0.042822752,0.012653317
QUIKDFWIKDMXIO-UHFFFAOYSA-N,c1ccc(cc1)C(=O)OCC(=O)N1CCCC1C(=O)N,Train,-1.045,276.2914,194.5,163.662,-953.387468,-0.020117,4.7105,0.25815,0.27563,508.2062073,-2.57859,-0.65777,-0.85502,0.82512,-3.91453,,,,,,,,,,,,,,36,20693.5,38246,41360,0.452520532,0.587973071,0.853306626,5,10.72970126,-256.1179723,266.8476736,5048,0.035752074,0.009749479
QUWAJPZDCZDTJS-UHFFFAOYSA-N,c1ccc(c(c1)O)S(=O)(=O)c1ccccc1O,Train,-3.319,250.2686,189.5,160.749,-1162.202909,-0.012256,5.7682,0.24824,0.27718,420.0766296,-3.38447,-2.01593,-0.97866,2.19835,-1.18612,,,,,,,,,,,,,,27,23144.5,27227.5,34057,0.641921211,0.679917109,0.905027933,5,41.28152799,-144.6713389,185.9528669,3014,0.031732675,0.00614895
QVHJQCGUWFKTSE-YFKPBYRVSA-N,C[C@@H](C(=O)O)NC(=O)OC(C)(C)C,Train,-0.74473,189.2108,81,151.105,-669.431476,-0.01518,8.2526,0.30464,0.29063,402.6079407,-2.68634,-0.95841,-0.74144,0.95862,-3.35823,,,,,,,,,,,,,,28,18286,26967.5,31359,0.570617301,0.666584572,0.951491485,4,50.93395365,-197.7048947,248.6388483,7765,0.031851906,0.01185694
QWCJHSGMANYXCW-UHFFFAOYSA-N,c1ccc(cc1)n1c(ccn1)NS(=O)(=O)c1ccc(cc1)N,Train,-2.32,314.3612,181,209.087,-1347.411551,-0.022854,8.3695,0.27373,0.26081,503.756897,-1.93703,-2.31349,-0.97405,2.3069,-1.90491,,,,,,,,,,,,,,36,31926,33594,35842.5,0.731109549,0.785033456,0.854074629,4,52.73907466,-268.0188134,320.757888,5734,-0.046713886,0.017336985
QWCKQJZIFLGMSD-UHFFFAOYSA-N,O=C(O)C(N)CC,Train,0.31,103.1206,295.5,85.34,-362.974242,-0.014608,4.4329,0.29883,0.28666,275.5584412,-1.36911,-0.55322,-0.91917,0.80822,-2.28828,,,,,,,,,,,,,,16,15414.5,16415.5,19213,0.745814305,0.823850484,0.996535815,4,39.36635289,-139.745155,179.1115079,3641,0.047301393,0.023688183
QWVGKYWNOKOFNN-UHFFFAOYSA-N,Cc1ccccc1O,Train,-0.62,108.1396,31,96.552,-346.704125,-0.006886,2.3892,0.30678,0.25191,283.9181213,-0.72887,-1.56592,-0.72887,0.52422,-0.72887,,,,,,,,,,,,,,16,12673.5,14800,23566.5,0.564663997,0.616941916,0.941010292,4,13.11468805,-78.79588019,91.91056824,2648,-0.029756752,0.007473004
QXKHYNVANLEOEG-UHFFFAOYSA-N,COc1c2c(cco2)cc2ccc(=O)oc12,Train,-3.58438,216.1928,148,154.939,-762.863736,-0.014727,8.6494,0.23975,0.25786,398.4504395,-2.18694,0.17908,-0.64257,0.76817,-2.18694,,,,,,,,,,,,,,24,17434.5,21973,36479.5,0.432950192,0.509009602,0.904326682,4,-2.427481674,-213.1194596,210.6919779,4941,0.039870257,0.010940647
RDJGWRFTDZZXSM-UHFFFAOYSA-N,CN1CCC23C4C=CC(C3Oc3c(ccc(CC14)c23)OCc1ccccc1)O,Train,-2.222,375.4664,132,287.005,-1209.602252,-0.013973,4.7735,0.29887,0.22155,626.8980713,-1.91132,-3.95574,-0.79075,0.51612,-2.48996,,,,,,,,,,,,,,53,28227,41209,55569.5,0.456582283,0.689612655,0.758955961,9,-111.3535621,-257.3404506,145.9868884,5841,-0.039385487,0.013502323
RDLPVSKMFDYCOR-UEKVPHQBSA-N,O=C(N[C@@H]1C(=O)N2C(=C(C)CS[C@H]12)C(=O)O)[C@H](N)C1=CCC=CC1,Test,-1.232,349.4038,164.25,244.983,-1484.227096,-0.025039,9.6045,0.25176,0.26476,578.3925781,-2.68774,-1.29494,-0.94177,0.81024,-4.54413,,,,,,,,,,,,,,43,23110,41001,49059,0.470164391,0.555749595,0.890759469,4,75.3562863,-297.4038292,372.7601155,9077,0.040589614,0.013078007
RDXLYGJSWZYTFJ-UHFFFAOYSA-N,C1CN(C(=O)N1)c1ncc([N+](=O)[O-])s1,Train,-3.22,214.1984,261,115.913,-1074.973721,-0.024957,12.3255,0.20953,0.28232,373.9623108,-1.53563,0.45615,-0.66323,0.83557,-2.25612,,,,,,,,,,,,,,20,13624,21685.5,32695,0.413683911,0.604246569,0.704727959,4,86.60149182,-295.2958744,381.8973662,6410,0.059258021,0.018934998
REKQLYUAUXYJSZ-UHFFFAOYSA-N,COc1ccc(cc1)C(=O)NN,Train,-1.151,166.1792,138,129.399,-570.693671,-0.014659,3.9981,0.27565,0.26449,365.6769409,-1.24153,-0.50755,-0.73466,0.66264,-2.47404,,,,,,,,,,,,,,22,13057.5,23679,31443.5,0.374122219,0.565732791,0.648148148,6,39.00073547,-142.3704038,181.3711393,2987,0.032023478,0.005771829
RFMMMVDNIPUKGG-UHFFFAOYSA-N,CC(=O)NC(CCC(=O)O)C(=O)O,Train,-0.711,189.1676,199,135.895,-704.193993,-0.026775,7.2686,0.29188,0.30154,378.9170532,-3.45925,0.33976,-0.76375,0.8257,-4.09258,,,,,,,,,,,,,,24,19046,26760,28578,0.552021572,0.844141524,0.876675615,4,102.0863711,-283.0654043,385.1517754,7942,0.048495565,0.021654524
RJKGJBPXVHTNJL-UHFFFAOYSA-N,c1ccc2c(c1)cccc2[N+](=O)[O-],Train,-3.58886,173.1708,57,98.346,-590.306094,-0.009442,6.9058,0.21321,0.27349,344.504364,-0.82276,-1.52551,-0.41391,0.4978,-0.32496,,,,,,,,,,,,,,20,15719,17858,31564.5,0.437235454,0.496682666,0.959473676,2,32.57779801,-141.4911535,174.0689515,5029,0.034613035,0.008566509
RJNJWHFSKNJCTB-UHFFFAOYSA-N,c1ccc(cc1)CNC(=O)N,Train,-0.95,150.1798,148.5,118.645,-495.527421,-0.016341,5.5147,0.29411,0.2756,355.4942322,-0.74416,-0.75162,-0.9025,0.80083,-2.32937,,,,,,,,,,,,,,21,15416,24301,27858,0.531207225,0.641374236,0.844481192,4,40.03220316,-148.4687018,188.5009049,4682,0.040135155,0.020942697
RJUFJBKOKNCXHH-UHFFFAOYSA-N,CCC(=O)OC,Train,-0.14,88.106,-88,69.184,-307.635836,-0.009539,2.6425,0.31918,0.3046,266.5195923,-1.22074,-0.76471,-0.69441,0.83549,-1.22074,,,,,,,,,,,,,,14,12208.5,15551,18784,0.54787234,0.722222222,0.746190712,8,-29.03088384,-86.48474666,57.45386282,1679,-0.050688695,0.014130761
RKUNBYITZUJHSG-LGGPCSOHSA-N,CN1C2CCC1CC(C2)OC(=O)[C@H](CO)c1ccccc1,Train,-1.724,289.3736,141,255.48,-941.777391,-0.014509,1.6765,0.29261,0.23922,529.9377441,-1.99709,-3.39931,-0.79332,0.84961,-2.55411,,,,,,,,,,,,,,44,24518,37593,38977,0.58090285,0.693379791,0.802955665,11,-15.94111482,-170.4059061,154.4647912,2202,0.039094038,0.017147861
RKWGIWYCVPQPMF-UHFFFAOYSA-N,CCCNC(=O)NS(=O)(=O)c1ccc(cc1)Cl,Train,-3.12561,276.7373,128,193.681,-1582.278182,-0.020105,8.119,0.25876,0.29382,486.8378906,-2.61398,-1.88741,-0.96883,2.3349,-1.86638,,,,,,,,,,,,,,30,22895.5,35706.5,36469.5,0.470145514,0.582875386,0.831039695,4,58.96600027,-246.3802701,305.3462704,6539,0.044238141,0.023687144
RLBIQVVOMOPOHC-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(cc1)[N+](=O)[O-],Train,-3.68,263.2045,36,178.376,-1481.15496,-0.015937,9.2617,0.21436,0.28777,449.2121887,-3.37637,-1.18366,-0.86788,2.10516,-1.36318,,,,,,,,,,,,,,26,20626,30070.5,36839.5,0.630750744,0.691334405,0.877667101,4,95.89775514,-232.8507126,328.7484678,8764,0.037427724,0.008905218
RLFWWDJHLFCNIJ-UHFFFAOYSA-N,Cc1c(c(=O)n(c2ccccc2)n1C)N,Train,-0.62,203.2432,107.75,172.037,-666.304833,-0.015573,7.1872,0.28673,0.22902,412.8498535,-0.71684,-1.50887,-0.88575,0.61989,-2.16126,,,,,,,,,,,,,,28,19328,26484,35055.5,0.513082723,0.709690009,0.793949273,2,5.282649275,-225.3230375,230.6056868,6968,0.033094961,0.009567464
RLSSMJSEOOYNOY-UHFFFAOYSA-N,Cc1cccc(c1)O,Train,-0.68,108.1396,11.5,105.402,-346.706031,-0.007115,2.3825,0.30248,0.25296,289.015625,-0.72917,-1.54699,-0.72917,0.52347,-0.72917,,,,,,,,,,,,,,16,13149.5,15172,23938.5,0.527550705,0.609467456,0.872562488,4,1.28352017,-78.2846941,79.56821427,2606,-0.030040174,0.00786839
RMBFBMJGBANMMK-UHFFFAOYSA-N,Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],Train,-2.82,182.1354,68.5,113.13,-680.508472,-0.013319,7.0178,0.19397,0.33411,343.8362427,-1.58123,-1.10278,-0.7096,0.50428,-0.57311,,,,,,,,,,,,,,19,14542.5,18052.5,30515,0.459838317,0.537634409,0.805682583,3,123.4912204,-168.6024464,292.0936669,7483,0.0390343,0.011357833
RMOUBSOVHSONPZ-UHFFFAOYSA-N,CC(C)OC=O,Train,-0.63,88.106,-93,71.548,-307.632873,-0.006553,2.9761,0.30864,0.31718,262.5863647,-1.21574,-0.70622,-0.70949,0.65901,-1.21574,,,,,,,,,,,,,,14,13063,16431.5,18225.5,0.688647357,0.771186521,0.830754786,6,-11.60532773,-81.59570766,69.99037992,1630,-0.047714892,0.012996288
RNFNDJAIBTYOQL-UHFFFAOYSA-N,C(C(Cl)(Cl)Cl)(O)O,Train,0.72,165.4035,57,96.837,-1609.021723,-0.00929,2.176,0.25454,0.34008,271.437561,-1.5319,0.11778,-0.76595,0.51642,-1.41603,,,,,,,,,,,,,,10,15571.5,15739,18044.5,0.96841338,0.98,0.989235624,5,70.12315564,-53.81095976,123.9341154,2200,0.050650878,0.02356458
RNVCVTLRINQCPJ-UHFFFAOYSA-N,Cc1ccccc1N,Train,-0.85,107.1548,-24,102.65,-326.827339,-0.007011,2.2611,0.31253,0.2322,290.0488586,0,-1.69769,-0.87667,0.42198,-0.87667,,,,,,,,,,,,,,17,12869.5,14584.5,24325.5,0.563535912,0.600435285,0.94074797,4,-5.10982577,-82.27658384,77.16675807,1962,0.039020444,0.013424899
RNWGZXAHUPFXLL-UHFFFAOYSA-N,c1cc(cc2c1COC2=O)[N+](=O)[O-],Test,-2.651,179.1318,142.5,103.975,-663.376747,-0.017593,8.6596,0.19776,0.3293,337.8959961,-1.96027,0.05187,-0.61946,0.81527,-1.45697,,,,,,,,,,,,,,18,14213.5,17941.5,29449,0.464285714,0.565217391,0.789048845,3,109.2661608,-210.6605956,319.9267564,6574,0.048665463,0.017298566
RQVYBGPQFYCBGX-UHFFFAOYSA-N,CCNc1nc(NC(C)C)nc(n1)SC,Test,-3.04,227.3268,88,208.441,-1025.008193,-0.010754,3.6205,0.30105,0.25447,482.278656,0,-1.74664,-0.83069,0.6235,-2.87473,,,,,,,,,,,,,,32,22685.5,28839,39717,0.478556543,0.63180986,0.877784607,6,-73.36608824,-175.1088805,101.7427923,4868,-0.035971422,0.011059052
RSDMFNVRFBIYRK-UHFFFAOYSA-N,c1ccc(cc1)C(=O)OCC(=O)N1CCC1,Train,-1.609,219.2396,74.5,162.68,-745.377562,-0.017492,5.4464,0.25929,0.27447,452.5095825,-1.89049,-0.94526,-0.70134,0.82394,-2.38665,,,,,,,,,,,,,,29,16726,31310.5,36450.5,0.439252336,0.487382244,0.966346115,5,-46.95426996,-288.0755425,241.1212725,5956,0.035151961,0.007618512
RTHCYVBBDHJXIQ-UHFFFAOYSA-N,CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F,Train,-1.59,309.3305,180.5,208.763,-1087.934002,-0.010845,4.1162,0.28457,0.25628,562.3121338,-0.54381,-2.19598,-0.73636,1.09362,-2.39318,,,,,,,,,,,,,,40,27214,39850,41091.5,0.515214475,0.69261423,0.830504102,6,88.90380333,-113.4375208,202.3413242,5734,0.031262811,0.008811733
RTZKZFJDLAIYFH-UHFFFAOYSA-N,CCOCC,Train,-0.09,74.1224,-116,72.791,-233.570713,-0.003828,1.7719,0.33436,0.28431,269.9963684,-0.6286,-1.65278,-0.70959,0.24681,-0.6286,,,,,,,,,,,,,,15,10342.5,17463.5,17602.5,0.504854369,0.54368932,0.91228069,1,-48.87367635,-49.37639589,0.502719537,1223,-0.040373177,0.012872133
RTZZCYNQPHTPPL-UHFFFAOYSA-N,c1cc(cc(c1)O)[N+](=O)[O-],Train,-1.01,139.1104,95.75,87.902,-511.92976,-0.012406,4.9634,0.21017,0.28802,296.1435547,-1.5297,-0.59927,-0.71257,0.53076,-1.02759,,,,,,,,,,,,,,15,12635,14819,25737,0.442211055,0.502857143,0.87396794,4,41.43557647,-126.3891436,167.8247201,2802,-0.043328532,0.012157495
RVCTZJVBWNFYRU-UHFFFAOYSA-N,c1cc(c(cc1C(=O)O)[N+](=O)[O-])Br,Test,-2.966,246.0169,202.75,97.919,-3196.402171,-0.017236,2.7115,0.19344,0.31838,352.8575134,-2.09123,0.05233,-0.70865,0.81737,-1.4365,,,,,,,,,,,,,,17,15427.5,19555,31216,0.455631404,0.544502625,0.801239989,4,132.3892523,-156.9418267,289.331079,6352,0.043749243,0.019967236
RWLALWYNXFYRGW-UHFFFAOYSA-N,CCCC(C(CC)CO)O,Train,-0.54,146.229,-40,133.099,-465.942296,-0.010062,4.3705,0.31162,0.288,372.1791687,-1.64002,-3.16159,-0.82804,0.5204,-1.64002,,,,,,,,,,,,,,28,18603.5,25314,27926.5,0.594165102,0.701650347,0.83758338,4,12.84459457,-100.6524862,113.4970807,3333,0.033588456,0.016018319
RXKNNAKAVAHBNK-UHFFFAOYSA-N,c1c[n+](ccc1[N+](=O)[O-])[O-],Test,-0.68825,140.0982,160.5,105.79,-527.924134,-0.014524,0.9832,0.18941,0.29012,290.1119385,-1.35736,-0.37881,-0.54882,0.49524,-0.78074,,,,,,,,,,,,,,14,11183,15457.5,24854,0.418269231,0.550632911,0.753623188,3,101.9388494,-146.8004391,248.7392884,6156,0.040405992,0.011153596
RXQCEGOUSFBKPI-UHFFFAOYSA-N,CCCOc1ccc(cc1N)[N+](=O)[O-],Train,-3.159,196.2054,49,169.27,-685.139253,-0.014665,10.1128,0.22882,0.24878,410.3777771,-1.40666,-1.58178,-0.86476,0.49335,-1.77807,,,,,,,,,,,,,,26,14828.5,24516,36079.5,0.349113882,0.548387097,0.61697455,3,117.8622753,-194.0319134,311.8941886,8714,0.03579231,0.011980108
RZILCCPWPBTYDO-UHFFFAOYSA-N,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,Test,-3.43,232.2049,163,143.713,-871.863836,-0.01427,10.3732,0.2795,0.25986,426.48349,-0.72985,-0.0045,-0.72985,1.09588,-2.99252,,,,,,,,,,,,,,27,17103.5,24749,37240,0.434782609,0.640230473,0.686485068,2,32.68070593,-263.7541333,296.4348393,6846,0.043300444,0.01629122
SBYAVOHNDJTVPA-UHFFFAOYSA-N,CC(C)CNC(=O)N1CCNC1=O,Train,-2.15,185.2254,95.5,170.998,-628.488677,-0.014983,4.35,0.31035,0.27611,402.3886414,-1.42466,-0.80323,-0.7202,0.83418,-3.30837,,,,,,,,,,,,,,28,16676,27062,32526,0.519260563,0.598440412,0.841347083,5,9.184853611,-164.8186469,174.0035005,3997,0.042938022,0.01381739
SBZXBUIDTXKZTM-UHFFFAOYSA-N,COCCOCCOC,Train,0.88,134.1748,-64,113.182,-462.553229,-0.00855,1.8745,0.33122,0.2875,372.1161194,-1.85268,-1.14264,-0.61854,0.23093,-1.85268,,,,,,,,,,,,,,23,10485,26614,27031,0.346666667,0.376666692,0.912280702,11,-77.77465026,-97.07683246,19.3021822,989,-0.03777472,0.009441892
SDKQRNRRDYRQKY-UHFFFAOYSA-N,CNC(=O)Oc1ccccc1C1OCCO1,Test,-1.57,223.228,114.5,170.608,-782.495421,-0.017873,4.8646,0.29982,0.26978,443.4833679,-2.47932,-0.2363,-0.7012,0.92874,-3.15274,,,,,,,,,,,,,,29,22268.5,25859.5,34693,0.616371121,0.634118221,0.917240507,8,-80.18220911,-280.7138721,200.531663,3921,-0.054969069,0.019707328
SECXISVLQFMRJM-UHFFFAOYSA-N,CN1CCCC1=O,Train,1,99.1322,-24,85.343,-325.860415,-0.010676,5.8902,0.31925,0.27077,275.8137512,-0.71852,-1.06075,-0.71852,0.6929,-1.20412,,,,,,,,,,,,,,16,13961,15594,19903,0.658410741,0.734177215,0.848201212,2,26.07528641,-139.7747381,165.8500245,5515,0.030072534,0.005195401
SGEJQUSYQTVSIU-UHFFFAOYSA-N,CCCCN(CC)C(=O)SCCC,Train,-3.37896,203.342,-22,166.215,-921.680334,-0.007976,3.3902,0.31886,0.26262,478.3268738,-0.69546,-4.09252,-0.70134,0.54533,-1.03907,,,,,,,,,,,,,,34,23255.5,29125.5,39025,0.448268165,0.541125541,0.884783035,4,-46.40517852,-121.1947208,74.78954227,2733,0.027365365,0.005645671
SGMHGVVTMOGJMX-UHFFFAOYSA-N,c1ccc2cc(ccc2c1)NC(=O)CS,Train,-3.337,217.285,111.5,173.059,-991.967364,-0.012326,3.7078,0.26758,0.24305,427.362915,-0.67574,-1.63069,-0.68172,0.68226,-1.36388,,,,,,,,,,,,,,26,15076.5,25249.5,39367,0.406081661,0.62124242,0.659062174,4,56.86495131,-137.0426003,193.9075516,5263,0.035233457,0.010072925
SGUAFYQXFOLMHL-UHFFFAOYSA-N,CC(CCc1ccccc1)NCC(c1ccc(c(c1)C(=O)N)O)O,Train,-1.3,328.4102,191.75,213.958,-1073.386141,-0.020439,6.1146,0.26098,0.25595,619.5836182,-2.25647,-3.16691,-0.83084,0.67216,-3.8318,,,,,,,,,,,,,,48,24762.5,42939,53102,0.467185838,0.529846945,0.918244269,5,145.3989749,-223.8905846,369.2895595,10896,0.033503079,0.013633354
SJRJJKPEHAURKC-UHFFFAOYSA-N,CN1CCOCC1,Train,1,101.148,-65,77.591,-326.984748,-0.006016,1.9119,0.32345,0.23102,272.1585388,-0.62462,-1.35855,-0.62462,0.24808,-1.18964,,,,,,,,,,,,,,18,15182.5,16036,20119.5,0.879193882,0.89805825,0.921212121,3,-20.62527896,-73.82716771,53.20188875,2348,0.022658385,0.001571421
SKIVFJLNDNKQPD-UHFFFAOYSA-N,CC(=O)NS(=O)(=O)c1ccc(cc1)N,Train,-1.35405,214.2386,183,160.625,-1044.097144,-0.023661,9.3772,0.27813,0.25964,403.2633057,-2.56706,-1.23507,-0.97007,2.32647,-1.99561,,,,,,,,,,,,,,24,21162,27789.5,30170.5,0.589460406,0.892784952,0.937477736,2,16.15064339,-312.4989616,328.649605,7346,0.044738579,0.019606521
SKKTUOZKZKCGTB-UHFFFAOYSA-N,CCCCOC(=O)N,Train,-0.66,117.1474,54,99.318,-402.284033,-0.01046,3.1311,0.31742,0.30745,322.1795959,-1.29434,-0.85818,-0.88571,0.92026,-2.18005,,,,,,,,,,,,,,19,13062,22133,23737,0.507466828,0.548271122,0.948146638,4,-22.40274203,-107.9366243,85.53388223,2048,-0.051410455,0.017833138
SLAMLWHELXOEJZ-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)O)[N+](=O)[O-],Train,-1.474,167.1208,147,119.959,-625.264106,-0.014406,7.9149,0.18478,0.31826,319.4908752,-2.10794,-0.04787,-0.71257,0.81804,-1.5934,,,,,,,,,,,,,,17,15946,16920,27576.5,0.51491713,0.560846561,0.990697702,3,90.04161542,-171.6406378,261.6822532,6571,0.03982381,0.012780508
