StdInChIKey,SMILES,Train_test,LogS,MW,MP,Volume,G_solv,DeltaG_sol,LsoluHsolv,LsolvHsolu,SASA,Most_neg,Most_pos,O_charges,C_charges,Het_charges,solv_dip,,,,,,,,,,,,,,,,,,Asp1,Asp2,Asp3,No_regions,Tot_charge,Neg_charge,Pos_charge,Big_area,Big_charge,Big_std,,HF_E0_gas,HF_E0_solv,HF_DeltaE0_sol,HF_G_gas,HF_G_solv,HF_DeltaG_sol
PNVJTZOFSHSLTO-UHFFFAOYSA-N,S=P(OC)(OC)Oc1cc(C)c(SC)cc1,Train,-4.57,278.3205,7,164.136,-1753.407171,-0.012633,0.29711,0.2394,489.5580139,-0.86076,2.10662,-2.55367,-2.94723,-0.8179,5.5623,,,,,,,,,,,,,,,,,,0.601807315,0.692022516,0.829558633,5,25.80292437,-191.8056472,217.6085716,5211,0.03056764,0.005236139,,-1727.534281,-1727.533479,0.00080264,-1727.30061,-1727.298586,0.002024
POAOYUHQDCAZBD-UHFFFAOYSA-N,O(CCO)CCCC,Train,-0.42,118.1754,-75,89.679,-387.361506,-0.007537,0.32992,0.29754,345.4157715,-0.80703,0.51016,-1.43467,-2.03426,-1.43467,3.3075,,,,,,,,,,,,,,,,,,0.46718576,0.534891758,0.923540831,4,-10.97184484,-81.46330062,70.49145579,2648,0.022991339,0.002333648,,-380.2855174,-380.2890179,-0.003500492,-380.084772,-380.086411,-0.001639
POULHZVOKOAJMA-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCC,Train,-4.62,200.3204,45,175.156,-621.950733,-0.014632,0.30021,0.31075,516.1068726,-0.73353,0.83142,-1.37568,-4.60416,-1.37568,5.8256,,,,,,,,,,,,,,,,,,0.253041363,0.322206257,0.795454545,2,23.97082569,-146.8703945,170.8412202,3757,0.045472776,0.023217673,,-610.598148,-610.6026332,-0.004485181,-610.226545,-610.232222,-0.005677
POZRVZJJTULAOH-UHFFFAOYSA-N,OC1(C#C)C2(C)C(C3C(C4(C)C(=Cc5oncc5C4)CC3)CC2)CC1,Train,-5.508497,337.4608,225,255.374,-1059.302609,-0.014597,0.26988,0.2457,546.5248413,-0.76818,0.51327,-1.1061,-5.70241,-1.31712,5.1891,,,,,,,,,,,,,,,,,,0.573967902,0.606149597,0.911434332,4,108.2612308,-192.2017589,300.4629897,9682,0.027635809,0.00811342,,-1040.081326,-1040.086104,-0.00477745,-1039.592443,-1039.597455,-0.005012
PPQNQXQZIWHJRB-UHFFFAOYSA-N,Cc1c2c3c(cc4c5c(ccc4c3CC2)cccc5)cc1,Train,-7.939529,268.3574,179.5,250.347,-809.685969,-0.006754,0.25827,0.21962,493.0027161,-0.70154,0.26077,0,-4.00862,0,1.9142,,,,,,,,,,,,,,,,,,0.318042826,0.512315273,0.609952923,9,-57.74160119,-128.2166683,70.47506708,2430,-0.026590831,0.003089023,,-794.8685434,-794.8653746,0.003168789,-794.554221,-794.55129,0.002931
PQSUYGKTWSAVDQ-ZVIOFETBSA-N,O=C(CO)[C@@H]1[C@]2(C=O)[C@H]([C@H]3[C@H]([C@@H](O)C2)[C@]2(C)C(=CC(=O)CC2)CC3)CC1,Train,-3.85,360.4492,165.75,302.724,-1192.825233,-0.025887,0.25904,0.26874,542.6033325,-0.79391,0.58994,-3.40353,-4.19935,-3.40353,10.105,,,,,,,,,,,,,,,,,,0.754320388,0.893930938,0.988119079,7,218.1643484,-294.4724786,512.636827,11940,0.042272485,0.014260132,,-1171.083204,-1171.096503,-0.01329962,-1170.580722,-1170.596844,-0.016122
PRLMFHYBTOQSLN-UHFFFAOYSA-N,S(C)c1nc(N(C)C)nc(N(C)C)n1,Train,-2.68,213.3,82.5,150.24,-985.695801,-0.011193,0.30443,0.25052,435.1781616,-0.83025,0.63367,0,-1.16277,-2.55411,4.2283,,,,,,,,,,,,,,,,,,0.418370488,0.488687783,0.960335819,7,-76.807357,-165.5670431,88.75968615,3943,-0.038573202,0.011992004,,-969.886856,-969.889761,-0.002904994,-969.648707,-969.647938,0.000769
PTFJIKYUEPWBMS-UHFFFAOYSA-N,FC(F)(F)c1cc([N+](=O)[O-])c(N(CC(=C)C)CC)c([N+](=O)[O-])c1,Train,-6.12,333.2665,55.5,200.363,-1268.101385,-0.015004,0.19788,0.27841,502.1311951,-0.71167,1.09872,-1.51193,-1.5129,-2.06443,3.198,,,,,,,,,,,,,,,,,,0.71194331,0.81780238,0.863013662,4,141.5648043,-105.9077406,247.4725449,7472,0.03178403,0.007245856,,-1244.791215,-1244.789116,0.00209861,-1244.521591,-1244.516686,0.004905
PUFQVTATUTYEAL-UHFFFAOYSA-N,O=C(NCCN(CC)CC)c1c2c(nc(OCCCC)c1)cccc2,Train,-3.79357,343.468,64.5,254.383,-1093.970553,-0.014359,0.25872,0.25317,690.2358398,-0.71627,0.67399,-1.23686,-4.23451,-2.97974,6.3892,,,,,,,,,,,,,,,,,,0.53794067,0.608745008,0.801278887,4,-45.88605279,-230.0722712,184.1862184,7229,0.025099868,0.003816332,,-1073.942402,-1073.945233,-0.00283043,-1073.445421,-1073.44791,-0.002489
PUIYMUZLKQOUOZ-UHFFFAOYSA-N,O=C(N(C)C)Nc1ccc(C(C)C)cc1,Train,-3.52058,206.287,157.5,177.545,-652.668712,-0.013523,0.30636,0.23752,459.3612061,-0.73514,0.82476,-0.73514,-2.6912,-1.9007,5.9769,,,,,,,,,,,,,,,,,,0.494831422,0.505806349,0.939612833,2,7.469882689,-190.0212865,197.4911692,5227,0.037782891,0.013197169,,-640.6701982,-640.6709352,-0.000736989,-640.377204,-640.377224,-2E-05
PUJDIJCNWFYVJX-UHFFFAOYSA-N,O=C(OCc1ccccc1)N,Train,-0.35,151.1646,87.5,123.914,-515.403316,-0.012251,0.2934,0.28326,346.4043579,-0.88334,0.91946,-1.2898,-0.48835,-2.17314,3.3175,,,,,,,,,,,,,,,,,,0.574733273,0.682059157,0.976531102,5,-6.989919083,-123.5533553,116.5634362,2889,-0.040475605,0.017952636,,-505.8787558,-505.8809279,-0.002172127,-505.728863,-505.731686,-0.002823
PUXBGTOOZJQSKH-UHFFFAOYSA-N,Clc1cc2c([nH]c3c2ccc(C(C(=O)O)C)c3)cc1,Train,-4.6983,273.7183,192.25,207.089,-1244.111109,-0.018092,0.25533,0.25291,480.2770081,-0.72445,0.83438,-1.35859,-1.6566,-1.94299,3.1001,,,,,,,,,,,,,,,,,,0.524874572,0.571499902,0.995744672,5,158.5100301,-159.635899,318.1459291,4141,0.036601291,0.012450615,,-1224.081913,-1224.091337,-0.00942421,-1223.848133,-1223.857804,-0.009671
PWATWSYOIIXYMA-UHFFFAOYSA-N,C(CCc1ccccc1)CC,Train,-4.64,148.2474,-75,143.07,-428.635918,-0.003377,0.30773,0.26918,399.2201538,-0.68801,0.24956,0,-3.83414,0,0.5984,,,,,,,,,,,,,,,,,,0.437604747,0.534762559,0.999219183,7,-30.43786008,-40.22251948,9.784659398,799,-0.026445435,0.003598039,,-420.7936119,-420.7892619,0.004350007,-420.542761,-420.53851,0.004251
PWNAWOCHVWERAR-UHFFFAOYSA-N,Clc1c(CN(CC)c2c([N+](=O)[O-])cc(C(F)(F)F)cc2[N+](=O)[O-])c(F)ccc1,Test,-6.779999,421.7351,102,252.283,-1941.276969,-0.013292,0.19908,0.27529,552.2970581,-0.70394,1.09873,-1.56009,-0.79534,-2.42098,3.5279,,,,,,,,,,,,,,,,,,0.739854196,0.835902865,0.878401034,3,127.4730517,-165.5270864,293.0001381,9299,0.031508779,0.007305913,,-1908.476794,-1908.47921,-0.0024158,-1908.209906,-1908.211799,-0.001893
PXWLVJLKJGVOKE-UHFFFAOYSA-N,O=c1n(n(C)c(C)c1C(C)C)c1ccccc1,Train,-1.908,230.309,103,189.927,-728.831794,-0.013586,0.28675,0.24067,473.0056152,-0.72654,0.6438,-0.7133,-3.23693,-1.27554,7.8337,,,,,,,,,,,,,,,,,,0.565167185,0.664002978,0.827075858,2,-2.031990457,-218.9395331,216.9075426,6552,0.033105547,0.008260712,,-715.4606562,-715.457864,0.002792125,-715.152518,-715.15094,0.001578
PXWUKZGIHQRDHL-UHFFFAOYSA-N,O(C)c1nc(NC(C)C)nc(NCC)n1,Train,-2.08,211.2662,94,178.623,-702.037787,-0.01338,0.31837,0.25838,469.1613159,-0.70537,0.75894,-0.54228,-0.78124,-3.73233,3.2097,,,,,,,,,,,,,,,,,,0.476977911,0.655318747,0.893093927,6,-85.62079711,-171.3140381,85.69324097,3589,-0.042779649,0.017218731,,-689.1373436,-689.1479473,-0.010603758,-688.860791,-688.871762,-0.010971
PYGXAGIECVVIOZ-UHFFFAOYSA-N,O=C(OCCCC)CCCCCCCCC(=O)OCCCC,Train,-3.72126,314.4642,-10.5,232.757,-1006.955776,-0.014104,0.31203,0.30126,697.3864746,-0.68878,0.8389,-2.44755,-5.79737,-2.44755,1.9603,,,,,,,,,,,,,,,,,,0.463033649,0.516855894,0.832984785,10,-112.9960773,-176.7847031,63.78862575,1713,-0.048748551,0.015098708,,-988.5917292,-988.5907423,0.000986864,-988.04543,-988.044918,0.000512
QANMHLXAZMSUEX-UHFFFAOYSA-N,N(Cc1occc1)c1ncnc2[nH]cnc12,Train,-3.946,215.214,270,143.98,-735.34904,-0.015309,0.28415,0.24865,415.0334167,-0.61557,0.47621,-0.47656,0.5966,-3.32369,3.9653,,,,,,,,,,,,,,,,,,0.555000812,0.604280284,0.965753419,9,1.189582145,-173.3441312,174.5337134,2697,-0.034355168,0.01078769,,-721.8083537,-721.8231757,-0.014821909,-721.626747,-721.64356,-0.016813
QAYICIQNSGETAS-UHFFFAOYSA-N,S=C1N(C)CN(C)CS1,Train,-2.13,162.2674,104.5,120.206,-1102.32563,-0.014606,0.28118,0.23722,326.1749268,-0.53089,0.27609,0,-1.4847,-1.06119,9.1577,,,,,,,,,,,,,,,,,,0.779725464,0.884485513,0.907445013,2,64.62276383,-230.8597221,295.4824859,7369,0.040098044,0.011589232,,-1086.667499,-1086.671127,-0.00362864,-1086.519896,-1086.52386,-0.003964
QBSJMKIUCUGGNG-UHFFFAOYSA-N,O=C(Oc1c(C(C)C)cccc1)NC,Train,-2.86,193.245,94,134.042,-633.26151,-0.011698,0.30456,0.27083,420.4823303,-0.70673,0.92974,-1.27148,-1.95223,-1.94785,4.0869,,,,,,,,,,,,,,,,,,0.638046355,0.725599628,0.937858861,8,-45.6989812,-166.6281169,120.9291357,3121,0.034979938,0.012906642,,-621.6222726,-621.623048,-0.000775432,-621.374448,-621.375191,-0.000743
QBYJBZPUGVGKQQ-SJJAEHHWSA-N,ClC1(Cl)[C@]2(Cl)C(=C(Cl)[C@@]1(Cl)[C@@H]1[C@H]2[C@H]2C=C[C@@H]1C2)Cl,Train,-6.56228,364.9132,104,246.011,-3223.039884,-0.005635,0.26616,0.27945,444.6987915,-0.45243,0.2867,0,-2.45469,0.31853,4.7563,,,,,,,,,,,,,,,,,,0.86234933,0.927615273,0.935587848,6,61.38270971,-71.70206485,133.0847746,4321,0.029274788,0.005163859,,-3180.949628,-3180.952501,-0.00287322,-3180.788733,-3180.791859,-0.003126
QCDWFXQBSFUVSP-UHFFFAOYSA-N,O(CCO)c1ccccc1,Train,-0.70497,138.1658,12.5,91.264,-461.195972,-0.008955,0.3001,0.25822,337.5655518,-0.80269,0.51158,-1.36682,-1.33317,-1.36682,2.2154,,,,,,,,,,,,,,,,,,0.48235121,0.654147049,0.819352198,9,32.48274028,-79.02679013,111.5095304,2901,0.029313553,0.005848352,,-452.7189231,-452.7220187,-0.003095593,-452.560988,-452.563568,-0.00258
QCKHVNQHBOGZER-UHFFFAOYSA-N,Brc1c(Br)cc(Br)c(Br)c1,Train,-6.98,393.6978,181,140.594,-10516.74141,-0.003521,0.25698,0.28322,357.5531921,-0.23029,0.28804,0,-1.03022,0.45412,0.0005,,,,,,,,,,,,,,,,,,0.443396218,0.552941176,0.801094778,6,59.64948592,0,59.64948592,681,0.030528977,0.006240725,,-10404.26356,-10404.26538,-0.0018205,-10404.23385,-10404.23574,-0.001883
QCRFMSUKWRQZEM-UHFFFAOYSA-N,OC1CCCCCC1,Train,-0.88,114.187,2,111.553,-350.242407,-0.006204,0.31989,0.29655,303.473999,-0.80969,0.50742,-0.80969,-2.79557,-0.80969,2.4274,,,,,,,,,,,,,,,,,,0.668852469,0.985830722,0.990853902,2,-15.57566729,-61.84952235,46.27385507,1367,-0.045244713,0.014428147,,-343.8764872,-343.8799277,-0.003440535,-343.665147,-343.668601,-0.003454
QFMDFTQOJHFVNR-UHFFFAOYSA-N,ClC(Cl)C(c1ccc(CC)cc1)c1ccc(CC)cc1,Test,-7.04,307.262,56,263.084,-1618.118136,-0.006604,0.28977,0.26425,566.0355835,-0.68026,0.29837,0,-4.92151,-0.07952,3.5324,,,,,,,,,,,,,,,,,,0.481753386,0.665223001,0.716758293,6,-44.18217914,-127.629533,83.44735382,3146,-0.031181238,0.006346945,,-1594.114381,-1594.112246,0.00213574,-1593.771531,-1593.767173,0.004358
QGBSISYHAICWAH-UHFFFAOYSA-N,N#CN=C(N)N,Train,-0.31,84.0804,209.5,67.044,-297.610127,-0.024779,0.28492,0.27344,237.5818176,-0.84218,0.64492,0,1.08106,-2.89988,11.0989,,,,,,,,,,,,,,,,,,0.462765951,0.621428571,0.730685874,2,36.82676778,-245.3669252,282.193693,4148,0.068031266,0.031386321,,-292.0248807,-292.0381229,-0.013242191,-291.97233,-291.987202,-0.014872
QHTQREMOGMZHJV-UHFFFAOYSA-N,Clc1ccc(CSC(=O)N(CC)CC)cc1,Train,-3.934,257.7775,3.3,234.922,-1455.120373,-0.009747,0.28482,0.27034,498.3285828,-0.70236,0.54614,-0.69208,-3.03689,-1.04827,4.6458,,,,,,,,,,,,,,,,,,0.448867652,0.588253123,0.821143427,8,63.06273588,-101.2716545,164.3343904,3831,0.029317453,0.006422879,,-1433.533956,-1433.533576,0.0003804,-1433.272988,-1433.271564,0.001424
QHXDTLYEHWXDSO-UHFFFAOYSA-N,Clc1nc(N(CC)CC)nc(N(CC)CC)n1,Train,-4.41,257.7655,27,229.173,-1164.978252,-0.008998,0.29432,0.25995,495.3308105,-0.70072,0.63957,0,-2.14078,-2.77568,6.6486,,,,,,,,,,,,,,,,,,0.475814258,0.553020326,0.941090233,3,-43.06265334,-188.2632894,145.2006361,4702,-0.040038981,0.010508592,,-1146.446154,-1146.450209,-0.00405482,-1146.120267,-1146.123512,-0.003245
QIBWCUCLHZVYNL-UHFFFAOYSA-N,O=c1n(C)c2c(n(CC)c3ncccc13)cccc2,Train,-3.32,253.303,110.25,181.433,-819.919971,-0.010632,0.26277,0.24107,462.6045837,-0.7014,0.6957,-0.67545,-1.62585,-2.14633,4.1311,,,,,,,,,,,,,,,,,,0.57254902,0.642702223,0.95558127,4,-4.603121506,-125.22592,120.6227985,3749,0.027115378,0.004486911,,-804.8520256,-804.8522304,-0.000204794,-804.571326,-804.572604,-0.001278
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,Oc1ccc(O)cc1,Train,-0.17,110.1122,171.5,77.608,-382.632708,-0.011603,0.29735,0.23862,272.7980347,-0.73387,0.52331,-1.46774,-0.60114,-1.46774,3.714,,,,,,,,,,,,,,,,,,0.439393939,0.560509554,0.995967651,2,37.94315437,-109.1693194,147.1124737,3437,-0.031762968,0.00907367,,-375.5690726,-375.5770041,-0.007931471,-375.475441,-375.483702,-0.008261
QIQXTHQIDYTFRH-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCCCC,Train,-5.68,284.4812,69.5,260.641,-857.680276,-0.014955,0.3003,0.31058,706.7457886,-0.73338,0.8314,-1.37567,-7.33991,-1.37567,5.8191,,,,,,,,,,,,,,,,,,0.181500885,0.231866855,0.766423358,2,16.79746644,-149.6324256,166.429892,3690,0.045102952,0.023225162,,-842.0770678,-842.0796381,-0.002570393,-841.510195,-841.512902,-0.002707
QKLSCPPJEVXONT-UHFFFAOYSA-N,S(=O)(=O)(Nc1nc(C)nc(OC)c1)c1ccc(N)cc1,Train,-2.54,294.3276,146,222.159,-1308.370214,-0.022932,0.28164,0.25588,513.7689209,-0.97782,2.33024,-2.47121,-1.14407,-3.00783,10.835,,,,,,,,,,,,,,,,,,0.612843228,0.84779666,0.855998693,7,-10.48138325,-307.0203122,296.5389289,5352,0.047412932,0.019809857,,-1286.290879,-1286.309988,-0.01910889,-1286.040393,-1286.059768,-0.019375
QNAYBMKLOCPYGJ-UHFFFAOYSA-N,O=C(O)C(N)C,Train,0.271842,89.0938,289,80.237,-323.688098,-0.01549,0.29863,0.28886,249.7532501,-0.92369,0.80978,-1.3701,-0.07738,-2.29379,4.3584,,,,,,,,,,,,,,,,,,0.881394824,0.904812792,0.936956256,3,40.87216116,-139.1316949,180.0038561,4013,0.044855185,0.024256471,,-317.689095,-317.7013265,-0.012231513,-317.593293,-317.605628,-0.012335
QNIUOGIMJWORNZ-UHFFFAOYSA-N,O=C(OCCN(CC)CC)c1ccc(OCCCC)cc1,Train,-3.84,293.4052,146,241.253,-944.179768,-0.011699,0.27785,0.23437,620.9702148,-0.71615,0.82022,-1.76711,-4.15082,-2.33289,2.449,,,,,,,,,,,,,,,,,,0.377774799,0.483641407,0.785085272,6,-119.2113385,-209.1837302,89.97239172,4593,-0.040673725,0.017782121,,-926.9248855,-926.9263878,-0.001502275,-926.478832,-926.47778,0.001052
QPPBRPIAZZHUNT-UHFFFAOYSA-N,S(=O)(=O)(Nc1nc(C)ccn1)c1ccc(N)cc1,Train,-2.8209,264.3014,236,164.092,-1193.859192,-0.022023,0.26728,0.25585,467.1244202,-0.97791,2.33059,-1.93572,-1.2923,-2.41572,11.0266,,,,,,,,,,,,,,,,,,0.570732743,0.98106652,0.982861004,6,-22.53963647,-311.1636609,288.6240244,6075,-0.050978563,0.020635322,,-1173.8611,-1173.883564,-0.02246366,-1173.642101,-1173.665286,-0.023185
QQBKLRXLVRDKEB-UHFFFAOYSA-N,O=C1N(CO)C(=O)NC1(c1ccccc1)c1ccccc1,Train,-4.469,282.2982,188,202.807,-953.166768,-0.017446,0.27546,0.28309,494.5052185,-0.78131,0.84219,-2.06576,-0.78394,-3.26028,4.7335,,,,,,,,,,,,,,,,,,0.64561271,0.682614467,0.920579796,4,29.20815243,-196.8105797,226.0187321,6983,0.032193567,0.013533014,,-935.6160069,-935.6210699,-0.005062971,-935.343302,-935.348719,-0.005417
QQODLKZGRKWIFG-UHFFFAOYSA-N,ClC(=CC1C(C)(C)C1C(=O)OC(C#N)c1cc(Oc2ccccc2)c(F)cc1)Cl,Train,-7.339998,434.2935,48.5,276.831,-2149.541371,-0.016385,0.26819,0.27076,727.7011108,-0.68276,0.83212,-1.69112,-2.43565,-2.32572,3.4305,,,,,,,,,,,,,,,,,,0.69145686,0.749253731,0.896294996,6,167.2186691,-159.1011701,326.3198393,6693,0.031059951,0.008929369,,-2115.773391,-2115.774945,-0.00155402,-2115.417486,-2115.416951,0.000535
QRXWMOHMRWLFEY-UHFFFAOYSA-N,O=C(NN)c1ccncc1,Train,0.01,137.1408,171.45,83.173,-472.241178,-0.014279,0.24525,0.29934,312.944458,-0.73171,0.66065,-0.67747,0.08454,-2.37355,3.1745,,,,,,,,,,,,,,,,,,0.462612249,0.63215426,0.718790113,5,49.55059349,-132.6082657,182.1588592,4126,0.041024918,0.016210649,,-463.4872144,-463.4942226,-0.007008159,-463.369087,-463.376174,-0.007087
QSNYNWOQOIJCFV-UHFFFAOYSA-N,Fc1c(N2CC(NC)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Train,-5.312,349.3364,271.75,250.001,-1247.393626,-0.024774,0.24639,0.25522,559.234436,-0.74477,0.80746,-2.12057,-0.35735,-4.37262,17.3144,,,,,,,,,,,,,,,,,,0.373563218,0.555555556,0.680041944,3,202.8505965,-333.9459989,536.7965954,14469,0.037099772,0.009944131,,-1224.543047,-1224.557507,-0.01446042,-1224.209217,-1224.22249,-0.013273
QTBSBXVTEAMEQO-UHFFFAOYSA-N,O=C(O)C,Train,1.22,60.0524,16.6,40.158,-229.06582,-0.013835,0.30212,0.31482,201.3168182,-0.80497,0.81971,-1.37719,0.01474,-1.37719,5.9247,,,,,,,,,,,,,,,,,,0.753686162,0.786007503,0.956414904,2,35.3999577,-146.7589442,182.1589019,3582,0.050853965,0.024630066,,-224.7992374,-224.8067769,-0.007539424,-224.754015,-224.7616,-0.007585
QTSBFJRVBUIZJC-UHFFFAOYSA-N,Ic1cc(Nc2ncnc3c2cc2OC(COC)COc2c3)ccc1,Test,-3.523,449.2472,176,226.402,-1096.618159,-0.019057,0.25515,0.2414,618.815918,-0.61352,0.4759,-1.69593,-0.85877,-3.25172,11.4119,,,,,,,,,,,,,,,,,,0.320512821,0.512443428,0.602671505,5,110.387858,-261.8797957,372.2676537,6926,-0.032325687,0.012937997,,-7916.06839,-7916.08353,-0.01513931,-7915.750906,-7915.765831,-0.014925
QUBSMEXIPLOOMC-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2SCCC(O)c2c1,Train,-2.594,251.333,169,147.192,-1746.98571,-0.020883,0.2578,0.25555,407.9810486,-1.11941,2.30427,-2.72338,-2.33756,-0.69237,7.8399,,,,,,,,,,,,,,,,,,0.518903378,0.707486256,0.969670744,4,94.22190414,-223.5668151,317.7887192,7100,0.044391125,0.01556596,,-1721.502747,-1721.52568,-0.02293317,-1721.353462,-1721.375014,-0.021552
QUEKGYQTRJVEQC-UHFFFAOYSA-N,Clc1c(C(=O)O)cc([N+](=O)[O-])cc1,Train,-1.74811,201.5659,166.5,125.914,-1084.874352,-0.014958,0.19172,0.33546,342.1032104,-0.7087,0.82185,-2.12332,0.15844,-1.55559,8.5625,,,,,,,,,,,,,,,,,,0.392857143,0.458333333,0.788588341,3,129.421973,-200.3988625,329.8208355,7702,0.042822752,0.012653317,,-1067.66283,-1067.669706,-0.00687648,-1067.57581,-1067.582892,-0.007082
QUIKDFWIKDMXIO-UHFFFAOYSA-N,O=C(COC(=O)c1ccccc1)N1C(C(=O)N)CCC1,Train,-1.045,276.2914,194.5,163.662,-953.387468,-0.020117,0.25815,0.27563,508.2062073,-0.85502,0.82512,-2.57859,-0.65777,-3.91453,4.7105,,,,,,,,,,,,,,,,,,0.452520532,0.587973071,0.853306626,5,10.72970126,-256.1179723,266.8476736,5048,0.035752074,0.009749479,,-935.8396412,-935.8455918,-0.005950543,-935.545372,-935.552412,-0.00704
QUWAJPZDCZDTJS-UHFFFAOYSA-N,S(=O)(=O)(c1c(O)cccc1)c1c(O)cccc1,Train,-3.319,250.2686,189.5,160.749,-1162.202909,-0.012256,0.24824,0.27718,420.0766296,-0.97866,2.19835,-3.38447,-2.01593,-1.18612,5.7682,,,,,,,,,,,,,,,,,,0.641921211,0.679917109,0.905027933,5,41.28152799,-144.6713389,185.9528669,3014,0.031732675,0.00614895,,-1142.842679,-1142.855023,-0.01234485,-1142.655412,-1142.66723,-0.011818
QVHJQCGUWFKTSE-YFKPBYRVSA-N,O=C(OC(C)(C)C)N[C@H](C(=O)O)C,Train,-0.74473,189.2108,81,151.105,-669.431476,-0.01518,0.30464,0.29063,402.6079407,-0.74144,0.95862,-2.68634,-0.95841,-3.35823,8.2526,,,,,,,,,,,,,,,,,,0.570617301,0.666584572,0.951491485,4,50.93395365,-197.7048947,248.6388483,7765,0.031851906,0.01185694,,-657.1139522,-657.1218146,-0.007862449,-656.874975,-656.883102,-0.008127
QWCJHSGMANYXCW-UHFFFAOYSA-N,S(=O)(=O)(Nc1n(c2ccccc2)ncc1)c1ccc(N)cc1,Test,-2.32,314.3612,181,209.087,-1347.411551,-0.022854,0.27373,0.26081,503.756897,-0.97405,2.3069,-1.93703,-2.31349,-1.90491,8.3695,,,,,,,,,,,,,,,,,,0.731109549,0.785033456,0.854074629,4,52.73907466,-268.0188134,320.757888,5734,-0.046713886,0.017336985,,-1324.612448,-1324.630302,-0.01785392,-1324.344713,-1324.362585,-0.017872
QWCKQJZIFLGMSD-UHFFFAOYSA-N,O=C(O)C(N)CC,Train,0.31,103.1206,295.5,85.34,-362.974242,-0.014608,0.29883,0.28666,275.5584412,-0.91917,0.80822,-1.36911,-0.55322,-2.28828,4.4329,,,,,,,,,,,,,,,,,,0.745814305,0.823850484,0.996535815,4,39.36635289,-139.745155,179.1115079,3641,0.047301393,0.023688183,,-356.2675234,-356.2792511,-0.011727718,-356.139076,-356.150934,-0.011858
QWUWMCYKGHVNAV-UHFFFAOYSA-N,C(Cc1ccccc1)c1ccccc1,Train,-4.62,182.2646,51.5,167.577,-541.757465,-0.005423,0.29905,0.26744,424.5659485,-0.46929,0.25064,0,-3.48977,0,0,,,,,,,,,,,,,,,,,,0.387722704,0.508143322,0.746835491,12,-0.098600153,-55.52036467,55.42176452,768,0.0229464,0.001993751,,-531.8025654,-531.7985707,0.003994702,-531.562217,-531.558124,0.004093
QWVGKYWNOKOFNN-UHFFFAOYSA-N,Oc1c(C)cccc1,Test,-0.62,108.1396,31,96.552,-346.704125,-0.006886,0.30678,0.25191,283.9181213,-0.72887,0.52422,-0.72887,-1.56592,-0.72887,2.3892,,,,,,,,,,,,,,,,,,0.564663997,0.616941916,0.941010292,4,13.11468805,-78.79588019,91.91056824,2648,-0.029756752,0.007473004,,-340.3126343,-340.3148889,-0.002254606,-340.189038,-340.19161,-0.002572
QXBUYALKJGBACG-UHFFFAOYSA-N,CN1c2c(Sc3c1cccc3)cccc2,Train,-5.593,213.2966,100,149.634,-954.804781,-0.006878,0.29377,0.21984,400.9724426,-0.48655,0.31831,0,-2.63933,-0.1466,3.1882,,,,,,,,,,,,,,,,,,0.469396248,0.638297872,0.725569207,4,-1.165456543,-117.6876975,116.522241,4378,-0.026881612,0.005245704,,-939.5854642,-939.5836811,0.001783049,-939.382364,-939.380491,0.001873
QXJKBPAVAHBARF-UHFFFAOYSA-N,Clc1cc(Cl)cc(N2C(=O)C3(C)C(C)(C2=O)C3)c1,Train,-4.8,284.1414,166,182.751,-1627.480773,-0.014193,0.26423,0.2865,474.9406433,-0.68024,0.74479,-1.2174,-1.21088,-1.71329,5.3832,,,,,,,,,,,,,,,,,,0.582089552,0.742758836,0.895670888,5,134.9135037,-131.6340693,266.5475729,7629,0.033584643,0.009237985,,-1603.254305,-1603.255728,-0.00142312,-1603.044479,-1603.046634,-0.002155
QXKHYNVANLEOEG-UHFFFAOYSA-N,O(C)c1c2occc2cc2c1oc(=O)cc2,Train,-3.58438,216.1928,148,154.939,-762.863736,-0.014727,0.23975,0.25786,398.4504395,-0.64257,0.76817,-2.18694,0.17908,-2.18694,8.6494,,,,,,,,,,,,,,,,,,0.432950192,0.509009602,0.904326682,4,-2.427481674,-213.1194596,210.6919779,4941,0.039870257,0.010940647,,-748.8656977,-748.8698322,-0.004134503,-748.699821,-748.704827,-0.005006
QYPNKSZPJQQLRK-UHFFFAOYSA-N,O=C(N(NC(=O)c1ccc(CC)cc1)C(C)(C)C)c1cc(C)cc(C)c1,Train,-5.628,352.4754,189.25,257.602,-1114.833966,-0.016245,0.26517,0.2653,653.8265991,-0.70187,0.7092,-1.32333,-5.07969,-2.10898,8.6749,,,,,,,,,,,,,,,,,,0.61016412,0.719273447,0.896417315,5,-33.55706094,-260.785283,227.2282221,6046,0.032764603,0.014236684,,-1094.375179,-1094.373348,0.00183094,-1093.88943,-1093.888839,0.000591
